product_id,store_id,brand_id,WMAPE
1,0,0,0.6081019005540361
3,2,0,0.5317214984912049
4,0,1,0.529127266564989
0,1,0,0.5175286730545877
2,3,1,0.515781068524971
2,0,1,0.5129859086491739
2,1,1,0.5128186994523628
4,2,1,0.5120402904661513
3,4,0,0.49603968821266886
4,1,1,0.49099926524614257
4,4,1,0.4865773412168606
4,3,1,0.48237784228350267
0,0,0,0.4805864965213944
0,4,0,0.4775734041828463
